Time,Position,Velocity,Bias_Input
0.10000000000000002,-0.0025575270688324575,-0.025575270688324575,1.1999850985482639
0.2000000000000001,-0.01147799338547524,-0.08920466316642783,1.1999964428821666
0.30000000000000016,-0.03033527490028664,-0.18857281514811397,1.1999947681139065
0.40000000000000024,-0.06770235303458519,-0.3736707813429855,1.1999489086142232
0.5000000000000003,-0.1445327583063478,-0.768304052717626,1.1999383889171988
0.6000000000000004,-0.3075388338902439,-1.6300607558389608,1.1999483899765466
0.7000000000000005,-0.5972933062608536,-2.897544723706097,1.1999853523290016
0.8000000000000006,-0.9881636225589079,-3.9087031629805424,1.1999967357726053
0.9000000000000007,-1.6500123939554536,-6.618487713965457,1.1999558827477619
1.0000000000000007,-3.7568672777074497,-21.068548837519963,1.1999737901879168
1.0999999999999985,12.018714719099401,157.7558199680685,0.0
1.1999999999999964,8.420990549568089,-35.977241695313126,0.0
1.2999999999999943,7.174961975066373,-12.460285745017154,0.0
1.3999999999999921,6.32328167908807,-8.516802959783032,0.0
1.49999999999999,5.631460089062768,-6.918215900253015,0.0
1.5999999999999879,5.007884331663206,-6.235757573995624,0.0
1.6999999999999857,4.394516453720647,-6.133678779425589,0.0
1.7999999999999836,1.9649372457267824,-24.295792079938646,0.0
1.8999999999999815,1.2818283759278761,-6.831088697989062,0.0
1.9999999999999793,1.2923096178133122,0.10481241885436088,0.0
2.0999999999999774,1.319266921100065,0.2695730328675272,1.1999789457898937
2.1999999999999753,1.3622947233877607,0.4302780228769576,1.199975654711076
2.299999999999973,1.4200291116210806,0.5773438823331989,1.1999999999584903
2.399999999999971,1.4895278308800262,0.6949871925894557,1.1999946286001322
2.499999999999969,-1.1004933171771956,-25.900211480572217,1.199923556166178
2.599999999999967,-0.6499477198607757,4.5054559731641985,1.1999950507039534
2.6999999999999647,-0.4516550139531903,1.982927059075854,1.1999509214979358
2.7999999999999625,-0.3189706013028503,1.3268441265033997,1.1999783396758374
2.8999999999999604,-0.22487196885365915,0.9409863244919117,1.1999395617552409
2.9999999999999583,-0.15825931610119695,0.666126527524622,1.1999768496598955
3.099999999999956,-0.10626551422165312,0.5199380187954383,0.0
3.199999999999954,-0.057404702134823044,0.48860812086830074,0.0
3.299999999999952,2.696182374372872,27.53587076507695,0.0
3.3999999999999497,2.8660600248979513,1.698776505250792,0.0
3.4999999999999476,3.039065066255839,1.7300504135788763,0.0
3.5999999999999455,3.2249295860339724,1.8586451977813345,0.0
3.6999999999999433,3.4340401689727647,2.0911058293879226,0.0
3.799999999999941,0.23271485746145126,-32.01325311511313,0.0
3.899999999999939,0.28869267762431494,0.5597782016286368,0.0
3.999999999999937,0.34928962698700006,0.6059694936268512,0.0
4.099999999999935,0.409393464540356,0.6010383755335597,1.199957683566166
4.199999999999933,0.4608177653982584,0.5142430085790239,1.199999967245376
4.2999999999999305,0.502321877307104,0.41504111908845565,1.1999304685812124
4.399999999999928,0.532139114951488,0.2981723764438404,1.1999969733827354
4.499999999999926,0.5476426138325715,0.15503498881083488,1.1999971391276782
4.599999999999924,-2.2613127151492516,-28.08955328981823,1.1999999155973387
4.699999999999922,-1.246499112979037,10.148136021702145,1.1999656068771072
4.79999999999992,-0.5829375291821159,6.635615837969211,1.199999577351371
4.899999999999918,-4.010676356238913,-34.27738827056797,1.199995742195326
4.999999999999916,-4.3537644088961285,-3.430880526572153,1.1999907204137281
5.0999999999999135,-4.8756947710968985,-5.2193036220077005,0.0
5.199999999999911,-5.99988250691062,-11.241877358137211,0.0
5.299999999999909,-7.204475101856334,-12.045925949457148,0.0
5.399999999999907,-9.343226294696793,-21.38751192840458,0.0
5.499999999999905,11.411337067973728,207.54563362670518,0.0
5.599999999999903,9.80618910207451,-16.05147965899217,0.0
5.699999999999901,8.841485668215743,-9.647034338587677,0.0
5.799999999999899,8.042995066460547,-7.98490601755196,0.0
5.899999999999896,4.198730254228141,-38.44264812232405,0.0
5.999999999999894,4.608218272888067,4.094880186599257,0.0
6.099999999999892,4.948023945713546,3.39805672825479,1.1999968465165607
6.19999999999989,3.1103022083160705,-18.37721737397475,1.1999948015379773
6.299999999999888,2.9793559551598445,-1.30946253156226,1.199924138338918
6.399999999999886,2.8551430822223356,-1.2421287293750893,1.199998844589113
6.499999999999884,2.743944773425813,-1.1119830879652248,1.1999363292306011
6.5999999999998815,-2.093817322105227,-48.377620955310405,1.1999981277317813
6.699999999999879,-1.425889226928451,6.679280951767758,1.199943011401927
6.799999999999877,-1.0036553818064917,4.222338451219594,1.1999725924556022
6.899999999999875,-0.6970574703801542,3.065979114263375,1.1999327403612088
6.999999999999873,-0.4617486230933062,2.3530884728684796,1.1999283367765663
7.099999999999871,-0.2681614450731753,1.9358717802013092,0.0
7.199999999999869,-0.09424073248895941,1.7392071258421586,0.0
7.299999999999867,0.06311649901294147,1.5735723150190088,0.0
7.3999999999998645,0.20680480709802848,1.43688308085087,0.0
7.499999999999862,0.3405411771957384,1.3373637009770991,0.0
7.59999999999986,0.4688256160089034,1.2828443881316498,0.0
7.699999999999858,2.9631311927238113,24.94305576714908,0.0
7.799999999999856,3.1432803043998168,1.8014911167600545,0.0
7.899999999999854,3.706270804721262,5.629905003214453,0.0
7.999999999999852,5.480911799693092,17.7464099497183,0.0
8.099999999999866,5.756193804802568,2.752820051094762,1.1999871556941781
8.199999999999882,6.009256508692071,2.5306270388950303,1.1999580769788143
8.299999999999898,6.253703334124925,2.4444682543285357,1.1999443646498527
8.399999999999913,6.500355035057926,2.4665170093300137,1.1999230201061992
8.499999999999929,6.770797967595175,2.704429325372484,1.1999958525426588
8.599999999999945,2.23459950470534,-45.36198462889834,1.1999895602639765
8.69999999999996,-4.025579193288144,-62.601786979934836,1.1999984753937318
8.799999999999976,-2.9222796427905937,11.032995504975505,1.199975687634885
8.899999999999991,-2.28044083805924,6.418388047313539,1.199979535136438
9.000000000000007,-1.7600116427243184,5.204291953349213,1.1999804311264217
9.100000000000023,-1.301683214279205,4.583284284451135,0.0
9.200000000000038,-0.9194853078166092,3.8219790646259577,0.0
9.300000000000054,-0.6158380042565186,3.036473035600906,0.0
9.40000000000007,-0.37673453315891897,2.3910347109759957,0.0
9.500000000000085,-0.18435399669755104,1.9238053646136792,0.0
9.600000000000101,-0.022427677276324658,1.6192631942122637,0.0
9.700000000000117,0.12538305449381026,1.4781073177013493,0.0
9.800000000000132,1.723130222554889,15.977471680610789,0.0
9.900000000000148,1.5529974984396258,-1.7013272411526326,0.0
10.000000000000163,10.591507613520138,90.38510115080513,0.0
10.100000000000179,4.611290271623134,-59.802173418970035,1.199996284444851
10.200000000000195,7.176810939630241,25.655206680071068,1.1999995018724605
10.30000000000021,7.692744506907334,5.159335672770933,1.1999474850969138
10.400000000000226,8.07398817580133,3.8124366889399663,1.1999904162474662
10.500000000000242,2.838690584523291,-52.352975912780394,1.1999777590050686
10.600000000000257,2.714555917394632,-1.2413466712865873,1.1999896225070175
10.700000000000273,2.654492057179822,-0.6006386021481003,1.199941730295995
10.800000000000288,-4.224202387479289,-68.78694444659111,1.1999372358098332
10.900000000000304,-3.2778894070779208,9.463129804013679,1.1999760551783605
11.00000000000032,-2.7687662922160494,5.091231148618713,1.1999594700933838
11.100000000000335,-2.3755491481594273,3.932171440566221,0.0
11.200000000000351,-2.0472295062471466,3.283196419122807,0.0
11.300000000000367,-1.776778652184832,2.704508540623145,0.0
11.400000000000382,-1.5636510565988893,2.1312759558594285,0.0
11.500000000000398,-1.4041507690963881,1.5950028750250111,0.0
11.600000000000414,-1.28394261684609,1.2020815225029824,0.0
11.70000000000043,-1.1859133683045515,0.9802924854153838,0.0
11.800000000000445,-1.0926754056725345,0.93237962632017,0.0
11.90000000000046,-0.9854651265395995,1.0721027913293502,0.0
12.000000000000476,0.9936586217923447,19.791237483319442,0.0
12.100000000000492,3.171424388150683,21.777657663583383,1.1999963979914343
12.200000000000507,3.3699340963805944,1.985097082299112,1.1999561126331189
12.300000000000523,10.265147871111274,68.9521377473068,1.1999405073904725
12.400000000000539,6.4664892683585835,-37.986586027526904,1.199997937441585
12.500000000000554,9.181945006557148,27.154557381985647,1.1999998147077446
12.60000000000057,9.692146268720785,5.102012621636369,1.1999493864098196
12.700000000000585,2.4019513356347293,-72.90194933086056,1.1999763988703214
12.800000000000601,2.437250653947966,0.3529931831323685,1.1999746517250753
12.900000000000617,2.4565823797877564,0.1933172583979026,1.1999994279122383
13.000000000000632,-5.420463160599196,-78.77045540386952,1.199923439421843
13.100000000000648,-4.544350328191573,8.761128324076228,0.0
13.200000000000664,-3.974464145252062,5.69886182939511,0.0
13.30000000000068,-3.4595546686655143,5.149094765865478,0.0
13.400000000000695,-2.904776491244956,5.547781774205585,0.0
13.50000000000071,-2.561200734555087,3.4357575668986895,0.0
13.600000000000726,-2.398739181800986,1.6246155275410068,0.0
13.700000000000742,-2.299922105585708,0.9881707621527802,0.0
13.800000000000757,-2.2278217662230952,0.7210033936261295,0.0
13.900000000000773,-2.1660545063299574,0.617672598931378,0.0
14.000000000000789,-2.099649689464151,0.6640481686580646,0.0
14.100000000000804,-1.9966203100405895,1.030293794235615,1.1999732275687325
14.20000000000082,1.2737991590163709,32.7041946905696,1.1999906734996117
14.300000000000836,11.612586326804553,103.38787167788183,1.1999479912318327
14.400000000000851,10.336142299034089,-12.764440277704647,1.1999360213408805
14.500000000000867,10.73626887354229,4.001265745082012,1.1999355724469287
14.600000000000882,3.0948115248326045,-76.41457348709686,1.199998681456664
14.700000000000898,3.046340053584352,-0.48471471248252573,1.1999660185175842
14.800000000000914,3.0311268194243417,-0.15213234160010192,1.1999939360425622
14.90000000000093,3.031249858441474,0.0012303901713250909,1.199993801192421
15.000000000000945,3.040112721239956,0.08862862798481697,1.1999801868628825
15.10000000000096,3.0507670043613717,0.10654283121415808,0.0
15.200000000000976,-6.487429884780204,-95.38196889141575,0.0
15.300000000000992,-5.750843753280176,7.365861315000286,0.0
15.400000000001008,-5.1805222001116835,5.703215531684922,0.0
15.500000000001023,-4.255940748372637,9.24581451739047,0.0
15.600000000001039,-3.62740442619732,6.285363221753166,0.0
15.700000000001054,-3.480408394876712,1.4699603132060801,0.0
